it,int, long int, float, double, long double
1034,0,0,inf,inf,'7.24649492609561899e+2669'
1035,0,0,inf,inf,'7.50012224850896565e+2672'
1036,0,0,inf,inf,'7.77012664945528842e+2675'
1037,0,0,inf,inf,'8.05762133548513409e+2678'
1038,0,0,inf,inf,'8.36381094623356918e+2681'
1039,0,0,inf,inf,'8.68999957313667838e+2684'
1040,0,0,inf,inf,'9.03759955606214552e+2687'
1041,0,0,inf,inf,'9.40814113786069348e+2690'
1042,0,0,inf,inf,'9.80328306565084261e+2693'
1043,0,0,inf,inf,'1.02248242374738288e+2697'
1044,0,0,inf,inf,'1.06747165039226773e+2700'
1045,0,0,inf,inf,'1.11550787465991978e+2703'
1046,0,0,inf,inf,'1.16682123689427609e+2706'
1047,0,0,inf,inf,'1.22166183502830706e+2709'
1048,0,0,inf,inf,'1.2803016031096658e+2712'
1049,0,0,inf,inf,'1.34303638166203943e+2715'
1050,0,0,inf,inf,'1.4101882007451414e+2718'
1051,0,0,inf,inf,'1.48210779898314361e+2721'
1052,0,0,inf,inf,'1.55917740453026708e+2724'
1053,0,0,inf,inf,'1.64181380697037123e+2727'
1054,0,0,inf,inf,'1.73047175254677128e+2730'
1055,0,0,inf,inf,'1.8256476989368437e+2733'
1056,0,0,inf,inf,'1.92788397007730695e+2736'
1057,0,0,inf,inf,'2.03777335637171344e+2739'
1058,0,0,inf,inf,'2.15596421104127282e+2742'
1059,0,0,inf,inf,'2.28316609949270792e+2745'
1060,0,0,inf,inf,'2.4201560654622704e+2748'
1061,0,0,inf,inf,'2.56778558545546889e+2751'
1062,0,0,inf,inf,'2.72698829175370796e+2754'
1063,0,0,inf,inf,'2.89878855413419156e+2757'
1064,0,0,inf,inf,'3.08431102159877982e+2760'
1065,0,0,inf,inf,'3.28479123800270051e+2763'
1066,0,0,inf,inf,'3.50158745971087875e+2766'
1067,0,0,inf,inf,'3.73619381951150762e+2769'
1068,0,0,inf,inf,'3.99025499923829014e+2772'
1069,0,0,inf,inf,'4.26558259418573216e+2775'
1070,0,0,inf,inf,'4.56417337577873341e+2778'
1071,0,0,inf,inf,'4.88822968545902348e+2781'
1072,0,0,inf,inf,'5.24018222281207317e+2784'
1073,0,0,inf,inf,'5.62271552507735451e+2787'
1074,0,0,inf,inf,'6.03879647393307875e+2790'
1075,0,0,inf,inf,'6.49170620947805965e+2793'
1076,0,0,inf,inf,'6.98507588139839219e+2796'
1077,0,0,inf,inf,'7.52292672426606839e+2799'
1078,0,0,inf,inf,'8.10971500875882172e+2802'
1079,0,0,inf,inf,'8.75038249445076864e+2805'
1080,0,0,inf,inf,'9.45041309400683013e+2808'
1081,0,0,inf,inf,'1.02158965546213834e+2812'
1082,0,0,inf,inf,'1.10536000721003368e+2815'
1083,0,0,inf,inf,'1.19710488780846648e+2818'
1084,0,0,inf,inf,'1.29766169838437766e+2821'
1085,0,0,inf,inf,'1.40796294274704976e+2824'
1086,0,0,inf,inf,'1.52904775582329604e+2827'
1087,0,0,inf,inf,'1.6620749105799228e+2830'
1088,0,0,inf,inf,'1.808337502710956e+2833'
1089,0,0,inf,inf,'1.96927954045223109e+2836'
1090,0,0,inf,inf,'2.14651469909293188e+2839'
1091,0,0,inf,inf,'2.34184753671038869e+2842'
1092,0,0,inf,inf,'2.55729751008774444e+2845'
1093,0,0,inf,inf,'2.79512617852590468e+2848'
1094,0,0,inf,inf,'3.05786803930733972e+2851'
1095,0,0,inf,inf,'3.34836550304153699e+2854'
1096,0,0,inf,inf,'3.66980859133352454e+2857'
1097,0,0,inf,inf,'4.02578002469287642e+2860'
1098,0,0,inf,inf,'4.42030646711277831e+2863'
1099,0,0,inf,inf,'4.85791680735694336e+2866'
1100,0,0,inf,inf,'5.3437084880926377e+2869'
1101,0,0,inf,inf,'5.88342304538999411e+2872'
1102,0,0,inf,inf,'6.48353219601977351e+2875'
1103,0,0,inf,inf,'7.15133601220981018e+2878'
1104,0,0,inf,inf,'7.89507495747963044e+2881'
1105,0,0,inf,inf,'8.72405782801499163e+2884'
1106,0,0,inf,inf,'9.64880795778458075e+2887'
1107,0,0,inf,inf,'1.06812304092675309e+2891'
1108,0,0,inf,inf,'1.18348032934684242e+2894'
1109,0,0,inf,inf,'1.31247968524564825e+2897'
1110,0,0,inf,inf,'1.45685245062266955e+2900'
1111,0,0,inf,inf,'1.61856307264178587e+2903'
1112,0,0,inf,inf,'1.79984213677766589e+2906'
1113,0,0,inf,inf,'2.00322429823354214e+2909'
1114,0,0,inf,inf,'2.23159186823216594e+2912'
1115,0,0,inf,inf,'2.48822493307886502e+2915'
1116,0,0,inf,inf,'2.77685902531601337e+2918'
1117,0,0,inf,inf,'3.10175153127798693e+2921'
1118,0,0,inf,inf,'3.46775821196878939e+2924'
1119,0,0,inf,inf,'3.88042143919307533e+2927'
1120,0,0,inf,inf,'4.34607201189624437e+2930'
1121,0,0,inf,inf,'4.87194672533568993e+2933'
1122,0,0,inf,inf,'5.46632422582664411e+2936'
1123,0,0,inf,inf,'6.13868210560332133e+2939'
1124,0,0,inf,inf,'6.89987868669813318e+2942'
1125,0,0,inf,inf,'7.76236352253539982e+2945'
1126,0,0,inf,inf,'8.7404213263748602e+2948'
1127,0,0,inf,inf,'9.85045483482446745e+2951'
1128,0,0,inf,inf,'1.11113130536819993e+2955'
1129,0,0,inf,inf,'1.25446724376069772e+2958'
1130,0,0,inf,inf,'1.41754798544958842e+2961'
1131,0,0,inf,inf,'1.60324677154348451e+2964'
1132,0,0,inf,inf,'1.81487534538722446e+2967'
1133,0,0,inf,inf,'2.05625376632372531e+2970'
1134,0,0,inf,inf,'2.33179177101110451e+2973'
1135,0,0,inf,inf,'2.64658366009760361e+2976'
1136,0,0,inf,inf,'3.00651903787087771e+2979'
1137,0,0,inf,inf,'3.41841214605918795e+2982'
1138,0,0,inf,inf,'3.89015302221535589e+2985'
1139,0,0,inf,inf,'4.43088429230329036e+2988'
1140,0,0,inf,inf,'5.05120809322575101e+2991'
1141,0,0,inf,inf,'5.7634284343705819e+2994'
1142,0,0,inf,inf,'6.58183527205120453e+2997'
1143,0,0,inf,inf,'7.52303771595452678e+3000'
1144,0,0,inf,inf,'8.60635514705197863e+3003'
1145,0,0,inf,inf,'9.85427664337451553e+3006'
1146,0,0,inf,inf,'1.12930010333071948e+3010'
1147,0,0,inf,inf,'1.29530721852033524e+3013'
1148,0,0,inf,inf,'1.48701268686134486e+3016'
1149,0,0,inf,inf,'1.70857757720368524e+3019'
1150,0,0,inf,inf,'1.96486421378423803e+3022'
1151,0,0,inf,inf,'2.26155871006565797e+3025'
1152,0,0,inf,inf,'2.60531563399563798e+3028'
1153,0,0,inf,inf,'3.0039289259969706e+3031'
1154,0,0,inf,inf,'3.46653398060050407e+3034'
1155,0,0,inf,inf,'4.0038467475935822e+3037'
1156,0,0,inf,inf,'4.62844684021818102e+3040'
1157,0,0,inf,inf,'5.35511299413243544e+3043'
1158,0,0,inf,inf,'6.20122084720536024e+3046'
1159,0,0,inf,inf,'7.18721496191101252e+3049'
1160,0,0,inf,inf,'8.33716935581677452e+3052'
1161,0,0,inf,inf,'9.67945362210327522e+3055'
1162,0,0,inf,inf,'1.12475251088840058e+3059'
1163,0,0,inf,inf,'1.30808717016320988e+3062'
1164,0,0,inf,inf,'1.5226134660699763e+3065'
1165,0,0,inf,inf,'1.77384468797152238e+3068'
1166,0,0,inf,inf,'2.0683029061747951e+3071'
1167,0,0,inf,inf,'2.41370949150598588e+3074'
1168,0,0,inf,inf,'2.81921268607899151e+3077'
1169,0,0,inf,inf,'3.29565963002634107e+3080'
1170,0,0,inf,inf,'3.85592176713081906e+3083'
1171,0,0,inf,inf,'4.51528438931018912e+3086'
1172,0,0,inf,inf,'5.29191330427154164e+3089'
1173,0,0,inf,inf,'6.20741430591051835e+3092'
1174,0,0,inf,inf,'7.28750439513894854e+3095'
1175,0,0,inf,inf,'8.56281766428826453e+3098'
1176,0,0,inf,inf,'1.00698735732029991e+3102'
1177,0,0,inf,inf,'1.18522411956599299e+3105'
1178,0,0,inf,inf,'1.39619401284873975e+3108'
1179,0,0,inf,inf,'1.64611274114866416e+3111'
1180,0,0,inf,inf,'1.94241303455542371e+3114'
1181,0,0,inf,inf,'2.2939897938099554e+3117'
1182,0,0,inf,inf,'2.71149593628336728e+3120'
1183,0,0,inf,inf,'3.2076996926232235e+3123'
1184,0,0,inf,inf,'3.79791643606589662e+3126'
1185,0,0,inf,inf,'4.5005309767380875e+3129'
1186,0,0,inf,inf,'5.33762973841137177e+3132'
1187,0,0,inf,inf,'6.33576649949429829e+3135'
1188,0,0,inf,inf,'7.52689060139922637e+3138'
1189,0,0,inf,inf,'8.94947292506368015e+3141'
1190,0,0,inf,inf,'1.06498727808257794e+3145'
1191,0,0,inf,inf,'1.26839984819635032e+3148'
1192,0,0,inf,inf,'1.51193261905004959e+3151'
1193,0,0,inf,inf,'1.80373561452670916e+3154'
1194,0,0,inf,inf,'2.15366032374489073e+3157'
1195,0,0,inf,inf,'2.57362408687514443e+3160'
1196,0,0,inf,inf,'3.07805440790267273e+3163'
1197,0,0,inf,inf,'3.68443112625949926e+3166'
1198,0,0,inf,inf,'4.41394848925888012e+3169'
1199,0,0,inf,inf,'5.29232423862139726e+3172'
1200,0,0,inf,inf,'6.35078908634567671e+3175'
1201,0,0,inf,inf,'7.62729769270115773e+3178'
1202,0,0,inf,inf,'9.16801182662679159e+3181'
1203,0,0,inf,inf,'1.10291182274320303e+3185'
1204,0,0,inf,inf,'1.32790583458281645e+3188'
1205,0,0,inf,inf,'1.60012653067229382e+3191'
1206,0,0,inf,inf,'1.92975259599078634e+3194'
1207,0,0,inf,inf,'2.32921138336087912e+3197'
1208,0,0,inf,inf,'2.81368735109994197e+3200'
1209,0,0,inf,inf,'3.40174800747982985e+3203'
1210,0,0,inf,inf,'4.11611508905059411e+3206'
1211,0,0,inf,inf,'4.98461537284026947e+3209'
1212,0,0,inf,inf,'6.0413538318824066e+3212'
1213,0,0,inf,inf,'7.32816219807335921e+3215'
1214,0,0,inf,inf,'8.89638890846105808e+3218'
1215,0,0,inf,inf,'1.08091125237801856e+3222'
1216,0,0,inf,inf,'1.31438808289167056e+3225'
1217,0,0,inf,inf,'1.59961029687916308e+3228'
1218,0,0,inf,inf,'1.94832534159882063e+3231'
1219,0,0,inf,inf,'2.37500859140896235e+3234'
1220,0,0,inf,inf,'2.89751048151893406e+3237'
1221,0,0,inf,inf,'3.53786029793461849e+3240'
1222,0,0,inf,inf,'4.32326528407610379e+3243'
1223,0,0,inf,inf,'5.28735344242507494e+3246'
1224,0,0,inf,inf,'6.47172061352829172e+3249'
1225,0,0,inf,inf,'7.92785775157215736e+3252'
1226,0,0,inf,inf,'9.71955360342746493e+3255'
1227,0,0,inf,inf,'1.19258922714054995e+3259'
1228,0,0,inf,inf,'1.46449957092859533e+3262'
1229,0,0,inf,inf,'1.79986997267124367e+3265'
1230,0,0,inf,inf,'2.21384006638562971e+3268'
1231,0,0,inf,inf,'2.72523712172071017e+3271'
1232,0,0,inf,inf,'3.35749213395991493e+3274'
1233,0,0,inf,inf,'4.13978780117257511e+3277'
1234,0,0,inf,inf,'5.10849814664695769e+3280'
1235,0,0,inf,inf,'6.30899521110899274e+3283'
1236,0,0,inf,inf,'7.79791808093071503e+3286'
1237,0,0,inf,inf,'9.64602466611129449e+3289'
1238,0,0,inf,inf,'1.19417785366457826e+3293'
1239,0,0,inf,inf,'1.47958636069041246e+3296'
1240,0,0,inf,inf,'1.83468708725611145e+3299'
1241,0,0,inf,inf,'2.27684667528483431e+3302'
1242,0,0,inf,inf,'2.82784357070376422e+3305'
1243,0,0,inf,inf,'3.51500955838477892e+3308'
1244,0,0,inf,inf,'4.37267189063066498e+3311'
1245,0,0,inf,inf,'5.4439765038351779e+3314'
1246,0,0,inf,inf,'6.78319472377863166e+3317'
1247,0,0,inf,inf,'8.45864382055195368e+3320'
1248,0,0,inf,inf,'1.05563874880488382e+3324'
1249,0,0,inf,inf,'1.31849279725729989e+3327'
1250,0,0,inf,inf,'1.64811599657162486e+3330'
1251,0,0,inf,inf,'2.0617931117111027e+3333'
1252,0,0,inf,inf,'2.58136497586230059e+3336'
1253,0,0,inf,inf,'3.23445031475546263e+3339'
1254,0,0,inf,inf,'4.05600069470335014e+3342'
1255,0,0,inf,inf,'5.09028087185270443e+3345'
1256,0,0,inf,inf,'6.39339277504699676e+3348'
1257,0,0,inf,inf,'8.03649471823407493e+3351'
1258,0,0,inf,inf,'1.01099103555384663e+3355'
1259,0,0,inf,inf,'1.2728377137622929e+3358'
1260,0,0,inf,inf,'1.60377551934048906e+3361'
1261,0,0,inf,inf,'2.0223609298883567e+3364'
1262,0,0,inf,inf,'2.55221949351910616e+3367'
1263,0,0,inf,inf,'3.22345322031463108e+3370'
1264,0,0,inf,inf,'4.07444487047769368e+3373'
1265,0,0,inf,inf,'5.1541727611542825e+3376'
1266,0,0,inf,inf,'6.52518271562132165e+3379'
1267,0,0,inf,inf,'8.26740650069221453e+3382'
1268,0,0,inf,inf,'1.0483071442877728e+3386'
1269,0,0,inf,inf,'1.33030176610118369e+3389'
1270,0,0,inf,inf,'1.68948324294850328e+3392'
1271,0,0,inf,inf,'2.14733320178754767e+3395'
1272,0,0,inf,inf,'2.73140783267376064e+3398'
1273,0,0,inf,inf,'3.47708217099369729e+3401'
1274,0,0,inf,inf,'4.42980268584597035e+3404'
1275,0,0,inf,inf,'5.6479984244536122e+3407'
1276,0,0,inf,inf,'7.20684598960280916e+3410'
1277,0,0,inf,inf,'9.2031423287227873e+3413'
1278,0,0,inf,inf,'1.17616158961077222e+3417'
1279,0,0,inf,inf,'1.50431067311217767e+3420'
1280,0,0,inf,inf,'1.92551766158358741e+3423'
1281,0,0,inf,inf,'2.46658812448857547e+3426'
1282,0,0,inf,inf,'3.16216597559435376e+3429'
1283,0,0,inf,inf,'4.05705894668755587e+3432'
1284,0,0,inf,inf,'5.20926368754682174e+3435'
1285,0,0,inf,inf,'6.69390383849766594e+3438'
1286,0,0,inf,inf,'8.60836033630799839e+3441'
1287,0,0,inf,inf,'1.10789597528283939e+3445'
1288,0,0,inf,inf,'1.42697001616429714e+3448'
1289,0,0,inf,inf,'1.83936435083577901e+3451'
1290,0,0,inf,inf,'2.37278001257815492e+3454'
1291,0,0,inf,inf,'3.06325899623839801e+3457'
1292,0,0,inf,inf,'3.95773062314001023e+3460'
1293,0,0,inf,inf,'5.11734569572003322e+3463'
1294,0,0,inf,inf,'6.62184533026172299e+3466'
1295,0,0,inf,inf,'8.57528970268893127e+3469'
1296,0,0,inf,inf,'1.11135754546848549e+3473'
1297,0,0,inf,inf,'1.44143073647262568e+3476'
1298,0,0,inf,inf,'1.87097709594146814e+3479'
1299,0,0,inf,inf,'2.43039924762796711e+3482'
1300,0,0,inf,inf,'3.15951902191635725e+3485'
1301,0,0,inf,inf,'4.11053424751318078e+3488'
1302,0,0,inf,inf,'5.35191559026216137e+3491'
1303,0,0,inf,inf,'6.97354601411159627e+3494'
1304,0,0,inf,inf,'9.09350400240152153e+3497'
1305,0,0,inf,inf,'1.18670227231339856e+3501'
1306,0,0,inf,inf,'1.54983316764129852e+3504'
1307,0,0,inf,inf,'2.02563195010717716e+3507'
1308,0,0,inf,inf,'2.64952659074018773e+3510'
1309,0,0,inf,inf,'3.46823030727890574e+3513'
1310,0,0,inf,inf,'4.54338170253536652e+3516'
1311,0,0,inf,inf,'5.95637341202386551e+3519'
1312,0,0,inf,inf,'7.81476191657531154e+3522'
1313,0,0,inf,inf,'1.02607823964633841e+3526'
1314,0,0,inf,inf,'1.34826680689528867e+3529'
1315,0,0,inf,inf,'1.77297085106730459e+3532'
1316,0,0,inf,inf,'2.33322964000457285e+3535'
1317,0,0,inf,inf,'3.07286343588602244e+3538'
1318,0,0,inf,inf,'4.05003400849777757e+3541'
1319,0,0,inf,inf,'5.34199485720856862e+3544'
1320,0,0,inf,inf,'7.05143321151531058e+3547'
1321,0,0,inf,inf,'9.31494327241172527e+3550'
1322,0,0,inf,inf,'1.23143550061283008e+3554'
1323,0,0,inf,inf,'1.6291891673107742e+3557'
1324,0,0,inf,inf,'2.15704645751946504e+3560'
1325,0,0,inf,inf,'2.85808655621329118e+3563'
1326,0,0,inf,inf,'3.7898227735388241e+3566'
1327,0,0,inf,inf,'5.02909482048601958e+3569'
1328,0,0,inf,inf,'6.678637921605434e+3572'
1329,0,0,inf,inf,'8.87590979781362179e+3575'
1330,0,0,inf,inf,'1.1804960031092117e+3579'
1331,0,0,inf,inf,'1.57124018013836077e+3582'
1332,0,0,inf,inf,'2.09289191994429654e+3585'
1333,0,0,inf,inf,'2.78982492928574729e+3588'
1334,0,0,inf,inf,'3.72162645566718689e+3591'
1335,0,0,inf,inf,'4.9683713183156945e+3594'
1336,0,0,inf,inf,'6.63774408126976785e+3597'
1337,0,0,inf,inf,'8.87466383665767962e+3600'
1338,0,0,inf,inf,'1.18743002134479753e+3604'
1339,0,0,inf,inf,'1.5899687985806839e+3607'
1340,0,0,inf,inf,'2.13055819009811642e+3610'
1341,0,0,inf,inf,'2.85707853292157412e+3613'
1342,0,0,inf,inf,'3.83419939118075247e+3616'
1343,0,0,inf,inf,'5.14932978235575057e+3619'
1344,0,0,inf,inf,'6.92069922748612876e+3622'
1345,0,0,inf,inf,'9.30834046096884318e+3625'
1346,0,0,inf,inf,'1.25290262604640629e+3629'
1347,0,0,inf,inf,'1.68765983728450928e+3632'
1348,0,0,inf,inf,'2.2749654606595185e+3635'
1349,0,0,inf,inf,'3.06892840642969046e+3638'
1350,0,0,inf,inf,'4.14305334868008212e+3641'
1351,0,0,inf,inf,'5.59726507406679095e+3644'
1352,0,0,inf,inf,'7.56750238013830136e+3647'
1353,0,0,inf,inf,'1.02388307203271217e+3651'
1354,0,0,inf,inf,'1.38633767953229228e+3654'
1355,0,0,inf,inf,'1.87848755576625605e+3657'
1356,0,0,inf,inf,'2.5472291256190432e+3660'
1357,0,0,inf,inf,'3.45658992346504162e+3663'
1358,0,0,inf,inf,'4.69404911606552652e+3666'
1359,0,0,inf,inf,'6.37921274873305054e+3669'
1360,0,0,inf,inf,'8.67572933827694873e+3672'
1361,0,0,inf,inf,'1.18076676293949272e+3676'
1362,0,0,inf,inf,'1.60820433112358909e+3679'
1363,0,0,inf,inf,'2.19198250332145193e+3682'
1364,0,0,inf,inf,'2.98986413453046043e+3685'
1365,0,0,inf,inf,'4.08116454363407848e+3688'
1366,0,0,inf,inf,'5.57487076660415121e+3691'
1367,0,0,inf,inf,'7.6208483379478747e+3694'
1368,0,0,inf,inf,'1.04253205263126926e+3698'
1369,0,0,inf,inf,'1.42722638005220762e+3701'
1370,0,0,inf,inf,'1.95530014067152443e+3704'
1371,0,0,inf,inf,'2.68071649286066e+3707'
1372,0,0,inf,inf,'3.67794302820482552e+3710'
1373,0,0,inf,inf,'5.04981577772522544e+3713'
1374,0,0,inf,inf,'6.93844687859445975e+3716'
1375,0,0,inf,inf,'9.54036445806738216e+3719'
1376,0,0,inf,inf,'1.31275414943007178e+3723'
1377,0,0,inf,inf,'1.80766246376520885e+3726'
1378,0,0,inf,inf,'2.49095887506845779e+3729'
1379,0,0,inf,inf,'3.4350322887194033e+3732'
1380,0,0,inf,inf,'4.74034455843277655e+3735'
1381,0,0,inf,inf,'6.54641583519566441e+3738'
1382,0,0,inf,inf,'9.04714668424040822e+3741'
1383,0,0,inf,inf,'1.25122038643044846e+3745'
1384,0,0,inf,inf,'1.73168901481974066e+3748'
1385,0,0,inf,inf,'2.39838928552534082e+3751'
1386,0,0,inf,inf,'3.32416754973812238e+3754'
1387,0,0,inf,inf,'4.61062039148677574e+3757'
1388,0,0,inf,inf,'6.39954110338364472e+3760'
1389,0,0,inf,inf,'8.88896259259988252e+3763'
1390,0,0,inf,inf,'1.23556580037138367e+3767'
1391,0,0,inf,inf,'1.71867202831659468e+3770'
1392,0,0,inf,inf,'2.3923914634166998e+3773'
1393,0,0,inf,inf,'3.33260130853946282e+3776'
1394,0,0,inf,inf,'4.64564622410401118e+3779'
1395,0,0,inf,inf,'6.48067648262509559e+3782'
1396,0,0,inf,inf,'9.04702436974463344e+3785'
1397,0,0,inf,inf,'1.26386930445332529e+3789'
1398,0,0,inf,inf,'1.76688928762574876e+3792'
1399,0,0,inf,inf,'2.47187811338842251e+3795'
1400,0,0,inf,inf,'3.46062935874379152e+3798'
1401,0,0,inf,inf,'4.84834173160005192e+3801'
1402,0,0,inf,inf,'6.79737510770327279e+3804'
1403,0,0,inf,inf,'9.53671727610769172e+3807'
1404,0,0,inf,inf,'1.33895510556551992e+3811'
1405,0,0,inf,inf,'1.88123192331955548e+3814'
1406,0,0,inf,inf,'2.64501208418729501e+3817'
1407,0,0,inf,inf,'3.72153200245152408e+3820'
1408,0,0,inf,inf,'5.2399170594517459e+3823'
1409,0,0,inf,inf,'7.38304313676750998e+3826'
1410,0,0,inf,inf,'1.04100908228421891e+3830'
1411,0,0,inf,inf,'1.46886381510303288e+3833'
1412,0,0,inf,inf,'2.07403570692548242e+3836'
1413,0,0,inf,inf,'2.93061245388570666e+3839'
1414,0,0,inf,inf,'4.14388600979438922e+3842'
1415,0,0,inf,inf,'5.86359870385906075e+3845'
1416,0,0,inf,inf,'8.30285576466443002e+3848'
1417,0,0,inf,inf,'1.17651466185294973e+3852'
1418,0,0,inf,inf,'1.66829779050748272e+3855'
1419,0,0,inf,inf,'2.36731456473011798e+3858'
1420,0,0,inf,inf,'3.36158668191676754e+3861'
1421,0,0,inf,inf,'4.77681467500372667e+3864'
1422,0,0,inf,inf,'6.79263046785529933e+3867'
1423,0,0,inf,inf,'9.66591315575809094e+3870'
1424,0,0,inf,inf,'1.37642603337995215e+3874'
1425,0,0,inf,inf,'1.96140709756643181e+3877'
1426,0,0,inf,inf,'2.79696652112973177e+3880'
1427,0,0,inf,inf,'3.99127122565212723e+3883'
1428,0,0,inf,inf,'5.69953531023123768e+3886'
1429,0,0,inf,inf,'8.14463595832043865e+3889'
1430,0,0,inf,inf,'1.16468294203982273e+3893'
1431,0,0,inf,inf,'1.66666129005898632e+3896'
1432,0,0,inf,inf,'2.38665896736446841e+3899'
1433,0,0,inf,inf,'3.42008230023328324e+3902'
1434,0,0,inf,inf,'4.90439801853452816e+3905'
1435,0,0,inf,inf,'7.03781115659704791e+3908'
1436,0,0,inf,inf,'1.01062968208733608e+3912'
1437,0,0,inf,inf,'1.45227485315950195e+3915'
1438,0,0,inf,inf,'2.0883712388433638e+3918'
1439,0,0,inf,inf,'3.00516621269560051e+3921'
1440,0,0,inf,inf,'4.32743934628166473e+3924'
1441,0,0,inf,inf,'6.23584009799187888e+3927'
1442,0,0,inf,inf,'8.99208142130428935e+3930'
1443,0,0,inf,inf,'1.29755734909420895e+3934'
1444,0,0,inf,inf,'1.87367281209203773e+3937'
1445,0,0,inf,inf,'2.70745721347299452e+3940'
1446,0,0,inf,inf,'3.91498313068195007e+3943'
1447,0,0,inf,inf,'5.66498059009678175e+3946'
1448,0,0,inf,inf,'8.20289189446013998e+3949'
1449,0,0,inf,inf,'1.18859903550727428e+3953'
1450,0,0,inf,inf,'1.72346860148554771e+3956'
1451,0,0,inf,inf,'2.50075294075552973e+3959'
1452,0,0,inf,inf,'3.63109326997702916e+3962'
1453,0,0,inf,inf,'5.27597852127662337e+3965'
1454,0,0,inf,inf,'7.67127276993621039e+3968'
1455,0,0,inf,inf,'1.11617018802571861e+3972'
1456,0,0,inf,inf,'1.6251437937654463e+3975'
1457,0,0,inf,inf,'2.36783450751625526e+3978'
1458,0,0,inf,inf,'3.45230271195870016e+3981'
1459,0,0,inf,inf,'5.03690965674774354e+3984'
1460,0,0,inf,inf,'7.35388809885170557e+3987'
1461,0,0,inf,inf,'1.07440305124223418e+3991'
1462,0,0,inf,inf,'1.57077726091614638e+3994'
1463,0,0,inf,inf,'2.29804713272032215e+3997'
1464,0,0,inf,inf,'3.36434100230255162e+4000'
1465,0,0,inf,inf,'4.92875956837323813e+4003'
1466,0,0,inf,inf,'7.2255615272351671e+4006'
1467,0,0,inf,inf,'1.05998987604539901e+4010'
1468,0,0,inf,inf,'1.55606513803464575e+4013'
1469,0,0,inf,inf,'2.28585968777289461e+4016'
1470,0,0,inf,inf,'3.36021374102615508e+4019'
1471,0,0,inf,inf,'4.94287441304947412e+4022'
1472,0,0,inf,inf,'7.2759111360088259e+4025'
1473,0,0,inf,inf,'1.07174171033410005e+4029'
1474,0,0,inf,inf,'1.57974728103246348e+4032'
1475,0,0,inf,inf,'2.33012723952288363e+4035'
1476,0,0,inf,inf,'3.43926780553577624e+4038'
1477,0,0,inf,inf,'5.07979854877634151e+4041'
1478,0,0,inf,inf,'7.50794225509143276e+4044'
1479,0,0,inf,inf,'1.1104246595280229e+4048'
1480,0,0,inf,inf,'1.6434284961014739e+4051'
1481,0,0,inf,inf,'2.43391760272628284e+4054'
1482,0,0,inf,inf,'3.60706588724035117e+4057'
1483,0,0,inf,inf,'5.34927871077744079e+4060'
1484,0,0,inf,inf,'7.93832960679372214e+4063'
1485,0,0,inf,inf,'1.17884194660886774e+4067'
1486,0,0,inf,inf,'1.75175913266077746e+4070'
1487,0,0,inf,inf,'2.60486583026657608e+4073'
1488,0,0,inf,inf,'3.87604035543666521e+4076'
1489,0,0,inf,inf,'5.77142408924519449e+4079'
1490,0,0,inf,inf,'8.59942189297533979e+4082'
1491,0,0,inf,inf,'1.28217380424262316e+4086'
1492,0,0,inf,inf,'1.91300331592999376e+4089'
1493,0,0,inf,inf,'2.85611395068348068e+4092'
1494,0,0,inf,inf,'4.26703424232112014e+4095'
1495,0,0,inf,inf,'6.37921619227007461e+4098'
1496,0,0,inf,inf,'9.54330742363603162e+4101'
1497,0,0,inf,inf,'1.42863312131831393e+4105'
1498,0,0,inf,inf,'2.14009241573483427e+4108'
1499,0,0,inf,inf,'3.20799853118651657e+4111'
1500,0,0,inf,inf,'4.81199779677977486e+4114'
1501,0,0,inf,inf,'7.22280869296644206e+4117'
1502,0,0,inf,inf,'1.0848658656835596e+4121'
1503,0,0,inf,inf,'1.63055339612239008e+4124'
1504,0,0,inf,inf,'2.45235230776807467e+4127'
1505,0,0,inf,inf,'3.69079022319095238e+4130'
1506,0,0,inf,inf,'5.55833007612557429e+4133'
1507,0,0,inf,inf,'8.37640342472124046e+4136'
1508,0,0,inf,inf,'1.26316163644796306e+4140'
1509,0,0,inf,inf,'1.90611090939997626e+4143'
1510,0,0,inf,inf,'2.87822747319396415e+4146'
1511,0,0,inf,inf,'4.34900171199607983e+4149'
1512,0,0,inf,inf,'6.57569058853807271e+4152'
1513,0,0,inf,inf,'9.94901986045810401e+4155'
1514,0,0,inf,inf,'1.50628160687335695e+4159'
1515,0,0,inf,inf,'2.28201663441313577e+4162'
1516,0,0,inf,inf,'3.45953721777031383e+4165'
1517,0,0,inf,inf,'5.24811795935756609e+4168'
1518,0,0,inf,inf,'7.96664306230478532e+4171'
1519,0,0,inf,inf,'1.21013308116409689e+4175'
1520,0,0,inf,inf,'1.83940228336942727e+4178'
1521,0,0,inf,inf,'2.79773087300489888e+4181'
1522,0,0,inf,inf,'4.2581463887134561e+4184'
1523,0,0,inf,inf,'6.48515695001059364e+4187'
1524,0,0,inf,inf,'9.8833791918161447e+4190'
1525,0,0,inf,inf,'1.50721532675196207e+4194'
1526,0,0,inf,inf,'2.30001058862349411e+4197'
1527,0,0,inf,inf,'3.51211616882807551e+4200'
1528,0,0,inf,inf,'5.36651350596929938e+4203'
1529,0,0,inf,inf,'8.20539915062705876e+4206'
1530,0,0,inf,inf,'1.25542607004593999e+4210'
1531,0,0,inf,inf,'1.92205731324033412e+4213'
1532,0,0,inf,inf,'2.94459180388419188e+4216'
